id,url_id,user,text,created,updated,references,in_class
M08K9uhZEei_8vP3uU4KFg,13,vreichsh,Like I said...,2018-11-14,2018-11-14,,True
IXBLauhZEeiYHc8CeY02Ag,13,vreichsh,This is the story of so many industries...,2018-11-14,2018-11-14,,True
Bi678uhZEeiOh9N7j0TIFA,13,vreichsh,"Perhaps social sciences are seen as not as important, or too ""soft?"" Or are these disciplines just too broad?",2018-11-14,2018-11-14,,True
4dM5VOhYEeiL-n9wJJZElA,13,vreichsh,Almost like a monopoly...,2018-11-14,2018-11-14,,True
THSRRuhYEei_7xvTIObhFQ,13,KariGustafson,Yes.,2018-11-14,2018-11-14,,True
2A34QuhXEeiHukevtk753w,13,KariGustafson,"Or, perhaps more accurately, ""are provided free of charge by taxpayers."" Scholarly publication and peer review are both recognized as a part of the picture for tenure and promotion. So scholars do the work as one aspect of their academic career, financed through public funding.",2018-11-14,2018-11-14,,True
seEK1OhWEeirTevCw1ySIg,13,anastasiak,True. These journals have the greatest star-power and prestige attached to them. Researchers *want* to publish in them and they'll continue to. ,2018-11-14,2018-11-14,,True
f1C67OhWEeiDAHs4pmhYKA,13,anastasiak,Publishers acting as the middleman. ,2018-11-14,2018-11-14,,True
KxnI4uhWEeiXw_8a5O97hw,13,anastasiak,They're holding academic institutions hostage. ,2018-11-14,2018-11-14,['tAopliHhEeaXiXff9vah9Q'],True
49ZBVOhVEeiOf-tdssfMTA,13,anastasiak,Super interesting that they were able to recognize that times were changing and change with them. You don't usually see that kind of fluidity in academia. ,2018-11-14,2018-11-14,,True
gtedqOhVEeikAItWVW-Ldw,13,anastasiak,"I feel like this could be some kind of law or something: the rich get richer, the law of increasing growth! ",2018-11-14,2018-11-14,,True
ndspluhTEeiToCe6PjZ4qg,13,anastasiak,"This is a huge amount of control.  

These trends are also seen in ownership of Canadian newspapers. Concentrated ownership threatens the impartiality of the news, and that small group of elites could have disproportionate influence on public opinion. (Cochrane, Dyck, and Blidook, 2017).

At least in journals there is peer review to keep things accountable.",2018-11-14,2018-11-14,,True
nYA79OhSEeintkeB1BWX-g,13,KariGustafson,"Also, this topic relates to Hebe Vessuri's work discussing the problematic relationship of globalized and regional research. Once again, there is likely to be linguistic and regional blindspots in this data.",2018-11-14,2018-11-14,['W2Zipub6Eei2BDdt6YQn5A'],True
6GVznOhREei-UX9hiyXMvQ,13,anastasiak,This paper starts by telling us the evolution of journals. From the early days of the printing press to digital access. We all accept the shift from print to digital - what about the next step that we will one day look back on? Open Access? ,2018-11-14,2018-11-14,,True
H-f4sOeWEeiHKUO8cMjOKw,13,mawaters,Such a huge control over one discipline to happen relatively quickly,2018-11-13,2018-11-13,,True
MmI7OOeUEeiCr3dmNisEXg,13,mawaters,"Sponsoring Consortium for Open Access Publishing in Particle Physics - ""converts high-quality subscription journals in the field of high-energy physics to open access through re-direction of subscription funds.""",2018-11-13,2018-11-13,,True
U471bueSEeizmltseYiKuQ,13,mawaters,I would not have guessed this to be the outcome,2018-11-13,2018-11-13,,True
PvoLPudvEei16jMGvazOKg,13,michelle_la,The relationship between specialization of research and monopolization of publishing is something that I have never thought about but makes sense,2018-11-13,2018-11-13,,True
IU95XudtEeizdWMQvtyzYA,13,michelle_la,"Since they are corporations and all, I wouldn't be surprised. Also I think people who are committed to speaking to certain conversations in their disciplines publish in very specialized journals. Many academics would say this is more important than publishing in a popular journal. Perhaps this results in higher impact, being able to speak to your audience?",2018-11-13,2018-11-13,['qydvluahEeivOgOdYaeJ1Q'],True
ury6ROdsEeimJkviOiaT9Q,13,michelle_la,"I also think it could be because people/organizations have created their own journals/digital spaces to disseminate their findings out of beliefs, and practicalities",2018-11-13,2018-11-13,['qAouyub7EeioKnOflWn8sQ'],True
A3YrdOcBEeimXwfg_GBBoA,13,carina.albrecht,What everything comes down to: the current structure for career advancement in academia.,2018-11-13,2018-11-13,,True
ItIWGub_Eei8wzNPmQxHGA,13,carina.albrecht,Artificial scarcity at play here...,2018-11-13,2018-11-13,['tAopliHhEeaXiXff9vah9Q'],True
y9miGub-EeiSl5_l7uH0tg,13,carina.albrecht,Imagine if all this profit went into research funding ... ,2018-11-13,2018-11-13,['VIkz_OajEeiUqGubVj0BFA'],True
N-wYDub9Eei7iD-xJbTQ4g,13,carina.albrecht,probably less profitable for the publishers.,2018-11-13,2018-11-13,['kK2BCiHhEeayphuRQNpHsw'],True
gTHtqub8EeiPZ4fw9kAamA,13,carina.albrecht,Evidence of research benefiting from Open Access? Would agreements like this between the researchers be the path for  breaking the power of big publishers?,2018-11-13,2018-11-13,,True
qAouyub7EeioKnOflWn8sQ,13,carina.albrecht,"Would the emergence of electronic platforms for journal publishing be a contribution factor for this concentration? People find more convenient to access online, and if the other publishers do not follow, they may fall behind.",2018-11-13,2018-11-13,,True
W2Zipub6Eei2BDdt6YQn5A,13,carina.albrecht,"Which should be sufficient since the oligopoly is for certain concentrated on these journals that are ""most visible internationally""",2018-11-13,2018-11-13,,True
IMY0LObJEeifd3vd6HpSIQ,13,aliceLF,"Organization and coordination? Marketing? 
I definitely understand this point, but I would argue that you still need *some* infrastructure to publish. Especially the question of diffusion. There is so much information circulating online that having some kind of outreach strategy is essential. I mean even [PLoS has a marketing person](https://www.plos.org/contact)....",2018-11-12,2018-11-12,,True
jFVajualEei1l2Nu78U5bw,13,aliceLF,"Okay, but this doesn't take into account how many times an article is *actually* accessed/downloaded/bought. I cannot figure out exactly what the ""average"" amount of views is for an academic article, [but it's definitely less than infinity](https://academia.stackexchange.com/questions/1206/how-many-people-read-an-individual-journal-article).",2018-11-12,2018-11-12,,True
VIkz_OajEeiUqGubVj0BFA,13,aliceLF,"Wow. 
This is insane. 
Who knew knowledge was so profitable? ",2018-11-12,2018-11-12,,True
qydvluahEeivOgOdYaeJ1Q,13,aliceLF,This is surprising. Quantity over quality? ,2018-11-12,2018-11-12,,True
9o-oHuagEeigTF9IeLyMhg,13,aliceLF,"I wonder what life would be like if this had never have happened. Would science have advanced as much as it has? Would we still trust scientists for ""expert"" opinions? What would it mean to do research without this professionalization?  ",2018-11-12,2018-11-12,,True
NuQTguRYEeifCjPedbrolA,13,vreichsh,Because more money can make things happen faster...,2018-11-09,2018-11-09,,True
IqZXWCHiEeaXincYDYEGcg,13,gandalf511,Digital era lowered the costs of publication,2016-05-24,2016-05-24,,False
8tckCCHhEeat0XMQi2Fxfg,13,gandalf511,"The authors note that much of the editorial work is done for free by academics, and put a price tag on the per page cost to publish journals.",2016-05-24,2016-05-24,,False
tAopliHhEeaXiXff9vah9Q,13,gandalf511,Reasons for the high profit margins,2016-05-24,2016-05-24,,False
keu8xiHhEeaIbg9R9Nvp2Q,13,gandalf511,Data from mid-1990s on the publication of academic journals.,2016-05-24,2016-05-24,,False
kUGDUCHhEeaHz2eqWNcbOA,13,gandalf511,Thesis: digitization has contributed to the consolidations of the academic journal publishing market,2016-05-24,2016-05-24,,False
kK2BCiHhEeayphuRQNpHsw,13,gandalf511,Why have the arts and humanities not experienced a similar consolidation?,2016-05-24,2016-05-24,,False
kD5-miHhEeaHzpM-Lt60VQ,13,gandalf511,Larger scientific societies can float the costs of digital conversion and avoid being snapped up by commercial publishers.,2016-05-24,2016-05-24,,False
j1pVTiHhEeaIbeN_dKN67Q,13,gandalf511,"Profits rose across Reed-Elsevier's business, and rose fastest in the company's Sci,Tech, and Med division. The focus of the commercial interests in publishing Sci,Tech,Med is entirely logical from a profit-oriented perspective.",2016-05-24,2016-05-24,,False
pJ2t3Ok3EeiO9QM0Atj7vQ,14,cypriine,"Ah, I interpreted the ""we"" as being from the scientific community.",2018-11-16,2018-11-16,"['DNESNuinEeiocIN7QEkCpw', 'dgI6GuktEeiAYa8CkcEHVw']",True
P5-dDukuEeiKuz9nSWKmzQ,14,melissa_roach,Yes! More transparency means a greater sense of accountability to the non-academic community.,2018-11-15,2018-11-15,['cfPqoOhkEeiH6f-7nmp7ew'],True
dgI6GuktEeiAYa8CkcEHVw,14,melissa_roach,"Who do you think the 'we' is here, the scientific community, academic institutions, government, the authors themselves?",2018-11-15,2018-11-15,['DNESNuinEeiocIN7QEkCpw'],True
Mme25OkBEeirsv8KaJh8XA,14,linnteetzel,Why?,2018-11-15,2018-11-15,,True
1J4oMui0EeiZI7MyUwkO-g,14,camilleweinsheimer,"It sounds to me like not only does there have to be the ability to recreate the infrastructure, but also some confidence in that the recreation still uphold and maintain these same values/elements that are discussed",2018-11-15,2018-11-15,,True
S77-ROiyEeibZiMSRIw6Aw,14,camilleweinsheimer,"I wonder how ""successful"" is defined in this context",2018-11-15,2018-11-15,,True
U3ciSOixEei06O_J9eiIjw,14,camilleweinsheimer,"I think I read it as a kind of regret of a ""missed opportunity"" but yes, agree with your comment",2018-11-15,2018-11-15,['DNESNuinEeiocIN7QEkCpw'],True
JX3kUuioEeiWanPKn90kBg,14,cypriine,"I definitely agree with that. I think that this could effectively answer for community concern by giving them more agency with the tools they have, if it goes through.",2018-11-15,2018-11-15,['yVAWTOeiEeixGh83vB6FYA'],True
9H5qwOinEeiMp_sFyFnn4g,14,cypriine,"I really like how this seems to enhance communal agency, which is the primary goal. ",2018-11-15,2018-11-15,,True
sPzZvOinEeiMLzPPKl0qxg,14,cypriine,"This is a key point. Again, this helps home in the availability of data as a community resource.",2018-11-15,2018-11-15,,True
hWF64uinEeicqddZwb6i4g,14,cypriine,So valid. I'm just wondering how they might achieve this. It is definitely a good step for sustainability. ,2018-11-15,2018-11-15,,True
MybyNOinEei03m840LE0AQ,14,cypriine,Great!,2018-11-15,2018-11-15,,True
DNESNuinEeiocIN7QEkCpw,14,cypriine,"I might be reading into this weirdly, but is this an acknowledgement? An apology?
Either way, I think it is great that they next move to address the strengths of private enterprise but push for more community control and resources. As Anastasia notes below, I think they outline their plan quite concisely.",2018-11-15,2018-11-15,,True
zwNPKOhlEei0YNcAwu4Qag,14,anastasiak,Glad they included examples! ,2018-11-14,2018-11-14,,True
PyZaHOhlEeikZ1fhUiQ7pw,14,anastasiak,Capable of being moved or split. ,2018-11-14,2018-11-14,,True
3XDojOhkEeiKcsOztXfeqg,14,anastasiak,But what about when it's already controlled by a particular interest group - ie. in need of reform?,2018-11-14,2018-11-14,,True
pT1sYOhkEeiQrg94RtGVZg,14,anastasiak,This is the first time I've seen this argument outlined in these three terms. It makes it clear and easier to understand. ,2018-11-14,2018-11-14,,True
cfPqoOhkEeiH6f-7nmp7ew,14,anastasiak,"Seems like a reasonable guiding philosophy to me! More and more disciplines are beginning to acknowledge that research should be conducted, and data collected, in ways that have reciprocal benefits for the researcher and the community. ",2018-11-14,2018-11-14,,True
yVAWTOeiEeixGh83vB6FYA,14,mawaters,"Lots of political obstacles to overcome but if successful, this could lead to a new world of knowledge production and accessibility to resources that was not possible before",2018-11-14,2018-11-14,,True
RhiAFueiEeiCun-8ClUp-g,14,mawaters,So many considerations to take into account. ,2018-11-14,2018-11-14,,True
XqrQWObFEeiuZmfVHmVWGg,14,aliceLF,"Such a good point. Do any existing organizations have this? Does Google or Facebook? (And if not, what on earth will happen to all that data if these companies were to collapse?)",2018-11-12,2018-11-12,,True
zButcOkNEeiSDX_iYcAaYA,15,linnteetzel,"It sometimes take a crisis to stimulate change.  Exploring new ways to take control of scholarly work, as described here, it a positive response to the crisis.",2018-11-15,2018-11-15,,True
55dKJOkMEeiqJFPOxDH9QQ,15,linnteetzel,This is a critical factor and cause for alarm.  ,2018-11-15,2018-11-15,,True
m2VqAOhdEei0kjMvCZbpiw,15,vreichsh,I was also having the thought that this was vague. An expansion on the plans would be nice.,2018-11-14,2018-11-14,['yfPB3OhYEeia18vlbTluww'],True
jnpYKOhdEeiQPmtw0Bk2Bg,15,vreichsh,"I think the ""appropriate community governance"" piece ties back to the other reading (at http://dx.doi.org/10.6084/m9.figshare.1314859), and I think it is democratizing. Allowing communities to come together and letting the people in those communities have a voice and a part in making change is definitely democratizing, at least when broken down to its fundamental parts.",2018-11-14,2018-11-14,['kmfcnuhYEeiO0x8_tJE8SQ'],True
OYjTYuhdEeikDhfpvTfZdg,15,vreichsh,"I'm also constantly asking myself that question. Money really does make the world go around, so when it is pulled from something, how does that change things? ",2018-11-14,2018-11-14,"['5cBZUObKEeiPYEswqhxLjw', 'o_achuhMEei4mlv0RmQhIA']",True
H-J8fuhdEeiOeqecdwKbCA,15,vreichsh,Learning from the past to go forward.,2018-11-14,2018-11-14,,True
9l_0iuhcEeirWZMDphSRYw,15,vreichsh,"Where? In the ""west?""",2018-11-14,2018-11-14,,True
59bhqOhcEeiQn88ELNwzog,15,vreichsh,Makes sense.,2018-11-14,2018-11-14,,True
zZxr0uhcEeicZWcil-Nefg,15,vreichsh,"Almost like knowing your enemy in order to ""take it down."" But in this case, in order to work with it.",2018-11-14,2018-11-14,,True
lFSZJuhcEeiWG2sZQ_yerQ,15,vreichsh,"But academic institutions are also money-driven. If they are going to enter into something, they want to know financially what is in it for them. Does open access equal less money and therefore less incentive? ",2018-11-14,2018-11-14,['CyNOIucDEeiIlQ-FBInalw'],True
ZbvQSOhcEei1vSOyBJuWOw,15,vreichsh,"Yes! I have heard this time and time again. One of the first things I was introduced to in my first undergrad degree was that ""western"" ideas are often seen as better than ""eastern"" ideas, and that this is not always the case. Also the idea that anything ""western"" is just generally better than anything ""eastern."" And what does ""western"" and ""eastern"" even mean? Where is ""east"" and where is ""west"" when you're living on a globe? ",2018-11-14,2018-11-14,['10RE_OhXEeiTpnPFoqJczg'],True
MEOw_OhcEei9iK-oI7_jeg,15,vreichsh,"Always the struggle. Big money vs. the ""little guys.""",2018-11-14,2018-11-14,,True
yfPB3OhYEeia18vlbTluww,15,anastasiak,I would be interested in reading about how these work... I know it's a brief article but it is a bit vague. I'd like to know some more specifics of how this would work in the real world!,2018-11-14,2018-11-14,,True
kmfcnuhYEeiO0x8_tJE8SQ,15,anastasiak,Open up the process to the community. I'm trying to decide if this is democratizing...,2018-11-14,2018-11-14,,True
HiEJoOhYEeiOhHP4WXa2ZA,15,anastasiak,How does the community take back control? ,2018-11-14,2018-11-14,,True
10RE_OhXEeiTpnPFoqJczg,15,anastasiak,"This isn't often mentioned! But it is totally true, if the major journals are owned by Westerners and they cater to Westerners, it acts as a big barrier to those bringing 'other' ideas forward. Dr. Vessuri discussed this in her talk at SFU and in the article: Vessuri, H., Guédon, J. C. & Cetto, A. M., (2013).",2018-11-14,2018-11-14,,True
myy8JOhXEeiBWAucVG1qgA,15,anastasiak,"They're diversifying, and Elsevier has shown its ability to predict the directions where publishing and research is going.",2018-11-14,2018-11-14,,True
EgjskuhNEeiOs7OgD7oO7w,15,michelle_la,"I didn't find this article much of an ""action"" plan. Rather vague and abstract ideas about community and community control of academic publishing infrastructure without any examples of how this could manifest in practice",2018-11-14,2018-11-14,,True
o_achuhMEei4mlv0RmQhIA,15,michelle_la,"I wonder how many people have signed on to this commitment. Since taking this class, I have wondered what would happen if all major universities at once stopped paying fees to major publishing houses -- would it be a utopia or a dystopia for academia?",2018-11-14,2018-11-14,['5cBZUObKEeiPYEswqhxLjw'],True
GxFG3OhMEeiC8dscMVuqqA,15,michelle_la,What does this mean theoretically and in practice?,2018-11-14,2018-11-14,,True
FVMcfOhKEei-RP_Pe5PGcQ,15,michelle_la,makes me wonder who is exactly comprises their 'community',2018-11-14,2018-11-14,['ywtEeOcEEeiPccNJKr111g'],True
_IhX_OhJEeiR8pOC9JCg3w,15,michelle_la,"This is such a vague figure, likely because these corporations keep their books private. However, I wonder if the authors mean this is the market for western academic publishing houses",2018-11-14,2018-11-14,,True
egSpjuhJEei0bwMCpDt2pw,15,michelle_la,"Who is in this ""our""?",2018-11-14,2018-11-14,,True
IrgAvOcFEei_jSOaYzh6XQ,15,carina.albrecht,Could a government-owned and funded infrastructure be a solution here?,2018-11-13,2018-11-13,,True
ywtEeOcEEeiPccNJKr111g,15,carina.albrecht,"I am surprised by this observation. If anyone, academia should be the first ones to have inside knowledge of how this works.",2018-11-13,2018-11-13,,True
yUnLOOcDEeiLGpcKXqc2bQ,15,carina.albrecht,"""SPARC (the Scholarly Publishing and Academic Resources Coalition) works to enable the open sharing of research outputs and educational materials in order to democratize access to knowledge, accelerate discovery, and increase the return on our investment in research and education.""
https://sparcopen.org/who-we-are/
",2018-11-13,2018-11-13,,True
CyNOIucDEeiIlQ-FBInalw,15,carina.albrecht,"This should be very possible if there is a collective commitment from academic institutions to move in that direction, and to create structural changes that rewards publications in community-owned journals. After all, I think no one knows better than academia what product they want to build.",2018-11-13,2018-11-13,,True
5cBZUObKEeiPYEswqhxLjw,15,aliceLF,"The 2.5% Commitment: Every academic library should commit to contribute 2.5% of its total budget to support the common infrastructure needed to create the open scholarly commons.
http://intheopen.net/2017/09/join-the-movement-the-2-5-commitment/",2018-11-12,2018-11-12,,True
d4GwYrE_EeilGZcaIfFGGQ,15,KathyEssmiller,2018 Action Plan,2018-09-05,2018-09-05,,False
ZxinxrE_EeisXfs0VgpW_w,15,KathyEssmiller,SPARC's remit,2018-09-05,2018-09-05,,False
FkYLZLE-Eeiw1XPIJXYS1w,15,KathyEssmiller,Are these just the voting member libraries?,2018-09-05,2018-09-05,,False
Uqp0VrE9Eeif9-ccQe93Gw,15,KathyEssmiller,Elsevier owns bepress?,2018-09-05,2018-09-05,,False
HZK0rMgeEeiXfe9Vqdb1Gg,16,michelle_la,"In this conversation, we discussed the idea of cultivating knowledge for the sake of it is rather romanticized, and is not the government's primary goal.

From my perspective, we ultimately came to consensus that first and foremost governments fund research to accumulate capital and to stay competitive in our neoliberal globalized economy. Competitiveness can manifest in different ways, such as creating skilled labourers; supporting technological advances; having diversified markets; asserting dominance as a soft/hard power; having hegemony over knowledge; and long-term investment in having informed/skilled/healthy citizens.


I believe that given the political economic paradigm we're in, research a good funded ultimately for the government/state to remain relevant and competitive in our globalized economy. Does this trickle down to it really being a **common** good? No. I argue it becomes a good for those (individuals/institutions) who are privileged and have access to opportunity/resources. Thus, helping to (re)perpetuate the socio-economic stratification that our neoliberal economy runs off of, therefore; the continued political economic relevancy  and power of the state/government. ",2018-10-04,2018-10-04,"['5kjbRsKYEei2XZOteBnhZg', 'DMsR6Me4EeiQBqPai2Edbw']",True
ndPKlMgYEeiNoDMUwaETDw,16,michelle_la,"I agree, I think the idea of **my public** is a helpful starting point, and has triggered personal reflection. I consider the community who I do ethnographic research with to constitute a large part of my public.

The community of sneakerheads/streetwear enthusiasts were very excited that I decided to focus my thesis research on them. Members I have spoken to thought it was validating that I, someone from the academy, was studying their community, because it confirmed to them that their practices and spaces are indeed unique and meaningful. In the public discourse, they are often seen as *just* conspicuous and unscrupulous consumer zombies. As a consequence, they have been keen on me finishing and (big exhale) publishing.",2018-10-04,2018-10-04,"['RKbHwscuEeiVrlfig_-1Tw', 'wVE7FsdiEei9m6Ok1fl6mA', 'EdMwxMeNEei9wm_uNUBZaQ', 'CJA0FMeQEeiFXAMyIZgt3A', 'HZ-CyMe5EeiQNXsD1HzfCQ']",True
0uh2psgVEeiuhTeQNlVfcQ,16,michelle_la,"Thanks for this share. I do think its rather convincing. Also serves a personal reminder that the processes of knowledge production and dissemination requires taking risks. Perhaps, this is just a reflection of my pessimism to automatically think the public will always scrutinize. As per our [earlier conversation](chrome-extension://bjfhmglciegochdpefhhlphglcehbmek/content/web/viewer.html?file=https%3A%2F%2Fwww.scholcommlab.ca%2Fwp-content%2Fuploads%2F2018%2F09%2FPublicness-in-RPT.pdf#annotations:RKbHwscuEeiVrlfig_-1Tw), there are multiple publics.",2018-10-04,2018-10-04,"['lHfAwMVKEeidoPuskfj9RA', 'GAyMzMdiEei120_BDNBhBg', 'kVd2Ise4Eei15CMV9w57rg']",True
OFf6cMgREeitCn_rGxh3Fg,16,michelle_la,"Online (free) access to the abbreviated version:

Warner, M. (2002). [Publics and Counterpublics (abbreviated version)](http://jarrettfuller.com/tech/downloads/Michael-Warner-Publics-Short.pdf). Quarterly Journal of Speech, 88(4), 413-425.",2018-10-04,2018-10-04,"['RKbHwscuEeiVrlfig_-1Tw', 'wVE7FsdiEei9m6Ok1fl6mA']",True
3vru6sf0Eei6n7OmYbfCRw,16,KariGustafson,"Hm, that sounds intriguing! ",2018-10-04,2018-10-04,"['EKSivseDEeinBpvV-mU4Rw', 'aome7seQEeii0Os6PB7zqg']",True
9vYEesfSEeiHPjPTjbsSDQ,16,micahvandegrift,"Chiming in as a 8-years-in information professional to say I agree and still hate the form of a social science journal article. Methods sections are important for reproducability and transparency, but I typically skip (not even skim) and get right to the conclusions. Maybe there's something there about the lack of public engagement/accessibility just because of the way we write. ",2018-10-04,2018-10-04,['qSUVhsKxEeiXPuukwpY34w'],False
tQUu-MfQEei5mzMhkvk0Fg,16,micahvandegrift,"true, probably because there is little public consumption of published (academic) knowledge, because of paywalls. So maybe, an open access world will yield greater public consumption of published (academic) knowledge, and then RPT criteria wont be able to avoid 'non-academic site/sight-ations' any longer. ",2018-10-04,2018-10-04,['m8HhdMQ5EeiKAJ9lPNt0Yw'],False
C1Do8sfQEeid0L8eTuDAJw,16,micahvandegrift,"to play semantics, I agree there is little evidence that social mentions are correlated with citations, but anecdotally, i would argue there can be a causation relationship between social and citation. [see this](https://twitter.com/saraannhart/status/1046683624773480448)...",2018-10-04,2018-10-04,['gcaklsKxEeiXPW-1n3rllQ'],False
5si2jMfOEei18P-aGdyAhA,16,micahvandegrift,"and so for some time, faculty will have to do double duty, preparing projects/materials for their colleagues AND reformatting/translating those materials to other audiences. Very few are willing to do that... so far. The digital humanities are a good example of how this might look, and also work from citizen science projects affiliated with funded research. ",2018-10-04,2018-10-04,['r21HKMNIEeiHIpMuQYCyXg'],False
fuUrDsfOEeiLwR_8nvQ5ig,16,micahvandegrift,"I think that culture will start to evolve as more early career faculty include those things in their portfolios, and then look favorably on them when they sit on RPT committees. Its a long game, but one I believe will happen. ",2018-10-04,2018-10-04,['CLJSUsUKEeikpa-tc8qqZg'],False
erRGFMe6EeiQRccwMUiP8A,16,micahvandegrift,or we should advocate for it to be adopted and enshrined therein!,2018-10-04,2018-10-04,,False
HZ-CyMe5EeiQNXsD1HzfCQ,16,micahvandegrift,"and multiple publics want different things that can be contradictory. so what is our responsibility? I find it most helpful to think of **my public** - my brother, a firefighter, my sister, an accountant, my father, an armchair genealogist. What do they want/need from my thinky pain in the ivory tower?",2018-10-04,2018-10-04,"['RKbHwscuEeiVrlfig_-1Tw', 'wVE7FsdiEei9m6Ok1fl6mA', 'EdMwxMeNEei9wm_uNUBZaQ', 'CJA0FMeQEeiFXAMyIZgt3A']",False
kVd2Ise4Eei15CMV9w57rg,16,micahvandegrift,"I'd encourage you both to read [Kathleen Fitzpatrick's Giving it Away](https://kfitz.info/giving-it-away/), which offers a very cogent, and in my opinion, convincing response to your concerns. 

Here's my favorite quote:

*""The problem, of course, is that the more we close our work away from the public, and the more we refuse to engage in dialogue across the boundaries of the academy, the more we undermine that public’s willingness to fund our research and our institutions. As Kathy Woodward put it so brilliantly on Friday, the major crisis facing the funding of higher education is an increasingly widespread conviction that education is a private responsibility rather than a public good; we wind up strengthening that conviction when we treat our work as private, by keeping it to ourselves. Closing our work away from non-scholarly readers, and keeping our conversations private, might protect us from public criticism, but it can’t protect us from public apathy, a condition that is, in the current economy, far more dangerous.""*",2018-10-04,2018-10-04,"['lHfAwMVKEeidoPuskfj9RA', 'GAyMzMdiEei120_BDNBhBg']",False
DMsR6Me4EeiQBqPai2Edbw,16,micahvandegrift,@michelle - and what was the consensus? why do gov'ts fund research? Is it REALLY for the common good?,2018-10-04,2018-10-04,['5kjbRsKYEei2XZOteBnhZg'],False
XqdMnse3EeinmB-cmC0-pw,16,micahvandegrift,"I think that is what a Board of Regents is supposed to be, but we know who ends up on those. Why aren't there Local Citizen Commissions on the Direction of Local University? Board of Advisors for the University's Welfare to the Town? Time and Money.",2018-10-04,2018-10-04,"['_6KCksQ1Eeis4RcpIEon2Q', 'uoMcVMXJEeif6ms2pPnKNg']",False
0IPwose2EeiviY_F9LPSfQ,16,micahvandegrift,"maybe a more fruitful notion of accountability that we can work harder on is to whom am I accountable as a librarian, researcher, utilizing public funding to hang out in Europe for 5 months? If each of us carried a personal responsibility to the public maybe the organization would shift around and with us. ",2018-10-04,2018-10-04,"['QbOsHMKuEeimX3f0S2rehw', 'CAyvxsVIEeifP8t7Yp4VWA']",False
dz-oEMe2EeiQA7uzFmQK7Q,16,micahvandegrift,"I think the organized structure of a university resists this. what if rather than a Faculty of Economics we had a Faculty of Micro-Loans for the Global South? I think a lot of this social mission DOES happen in universities, but through research institutes, centers, and interdisciplinary symposia/colloquia. But those types of things are undervalued, and/or side projects often. ",2018-10-04,2018-10-04,['LWolJsNHEei3OZtwcdXE2Q'],False
iREXRse1EeiLqbd5kC_M1w,16,micahvandegrift,"I think point underlies the connection between ""publicness"" and ""accessibility"" (in terms of access to). I think we are seeing a broadening of the concept of 'access' from strictly about materials to a more inclusive understanding of 'the right and ability to take part in.' Its blurs the line between public and access, but is taking us to a more useful place, IMHO.",2018-10-04,2018-10-04,['Ii0diMKuEeiq_U8_LbAutQ'],False
MIv78Me0EeiUYDN5rkmxdw,16,micahvandegrift,"yes, but why? money? prestige? what created or enforces the distance between people and the university? Collar color? Sense of valuable (practical) labor vs. invaluable (theoretical) labor? The Renaissance? High vs. Low Culture? Industry vs. Enlightenment?",2018-10-04,2018-10-04,,False
avSRZMeyEeiDopMK60RhpA,16,micahvandegrift,"I'm asking a similar question in my current research - why are we assuming or why has **policy** historically been the domain through which academic work is shared/valued? what is the ideal osmosis mechanism for the university as an ""[open knowledge institution](https://bookbook.pubpub.org/pub/oki)""?",2018-10-04,2018-10-04,,False
bQN4PMewEeivTaO-IDsgDA,16,micahvandegrift,"i want to wholeheartedly agree with this, and i think we pay lipservice to it often, but wonder how true it really is. many researchers I know do their work because they are good at it, and enjoy it, and the 'public good' can be a useful byproduct of that.",2018-10-04,2018-10-04,,False
aome7seQEeii0Os6PB7zqg,16,juan,"we have sent out a survey to 1645 faculty at institutions for which we have guidelines, and are about to begin analyzing the responses. If this is an area of interest, we may have an RA position available ;)",2018-10-04,2018-10-04,['EKSivseDEeinBpvV-mU4Rw'],True
CJA0FMeQEeiFXAMyIZgt3A,16,michelle_la,"This article doesn't give a clear definition of who constitutes the public. It seems like an empty term, it's everything and nothing. Id argue there are publics (Warner, 2002).",2018-10-04,2018-10-04,"['RKbHwscuEeiVrlfig_-1Tw', 'wVE7FsdiEei9m6Ok1fl6mA', 'EdMwxMeNEei9wm_uNUBZaQ']",True
Dl9itseQEeiUPMdiG-Dtmg,16,juan,some of us like to think we can be good at both. But agree that the stereotype does persist for a reason.,2018-10-04,2018-10-04,['Dgx5GsdpEei0VLO3MHQwmg'],True
YiepxMeNEeixPicyU3Pxeg,16,juan,yes. The Piwowar et al. paper cited has a breakdown. ,2018-10-04,2018-10-04,['C-QFpsdTEeiL20dWxkQ4Zw'],True
EdMwxMeNEei9wm_uNUBZaQ,16,juan,is there one public? Does it want one thing? ,2018-10-04,2018-10-04,"['RKbHwscuEeiVrlfig_-1Tw', 'wVE7FsdiEei9m6Ok1fl6mA']",True
pCEhXMeIEeiUMmORVWJB9A,16,juan,"Totally. Faculty report liking the flexibility in what's written, but it does mean people rely on unwritten rules instead.",2018-10-04,2018-10-04,"['ZkzKlMN8EeiwZ9-S3P6OLQ', 'WNFTEsbEEeiwL5_iBzMgKw', 'tymwxsd9EeirHp_oSGRa0Q']",True
hk875seIEei0YFurc394-Q,16,juan,Perfect. ,2018-10-04,2018-10-04,"['qSUVhsKxEeiXPuukwpY34w', '_qBoJMbDEeiVNzeSX-1fhw', 'D8m00sdcEeiRUO-sGN8mgA', '1SFXnsdmEeic-WfQ0I4iSw']",True
